tax_group,tax_gs,tax_eco_food,tax_lh_amd,tax_lh_licm,tax_lh_ri#/d,test_exposure_type,test_media_type,result_effect,media_ph_mean,media_temperature_mean,result_conc1_mean_binary,result_conc1_type,result_obs_duration_mean,result_conc1_mean,result_conc1_mean_log,chem_name
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,,1,F,96,0.56,-0.2518119729938,Thiobencarb
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,,0,F,96,77,1.88649072517248,Sodium pyrithione
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,,0,A,96,23.1,1.36361197989214,Molinate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,,0,A,96,4.2,0.6232492903979,Bromuconazole
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,,0,A,96,2.1,0.322219294733919,2-Undecanone
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,,1,F,96,0.008,-2.09691001300806,Resmethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,,0,A,96,15,1.17609125905568,Triadimenol
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,,0,A,96,130,2.11394335230684,"5-Ethyl-1-aza-3,7-dioxabicyclo[3.3.0]octane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,,0,F,96,24,1.38021124171161,"2-(4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-pyridinecarboxylic acid with 2-propanamine (1:1)"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,,1,A,48,0.291,-0.536107011014093,4-Nonylphenol
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,,1,A,96,0.209,-0.679853713888946,4-Nonylphenol
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,,1,A,72,0.235,-0.628932137728264,4-Nonylphenol
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.8,,1,A,48,0.00765,-2.11633856484638,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.8,,1,A,96,0.00569,-2.24488773360493,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.8,,1,A,24,0.02719,-1.5655907924125,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.8,,1,A,72,0.00619,-2.20830935097988,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.4,20,1,A,96,0.058,-1.23657200643706,Phosmet
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,24,1,A,96,0.0022,-2.65757731917779,"p,p'-DDT"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.2,20.3,1,F,96,0.00403,-2.39469495385889,"p,p'-DDT"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.4,17.2,0,A,96,9090,3.95856388322197,Acetone
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.1,22,0,F,48,53,1.72427586960079,Phthalimide
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.1,22,0,F,96,53,1.72427586960079,Phthalimide
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.1,22,0,F,24,54,1.73239375982297,Phthalimide
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,,10,1,A,96,1,0,"1,4-Dichlorobenzene"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.5,22,0,A,96,80,1.90308998699194,4-Nitroaniline
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.3,18,1,F,96,0.0074,-2.13076828026902,"p,p'-DDT"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.6,25.2,1,A,96,0.326,-0.486782399932061,"Hexachloro-1,3-butadiene"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,F,48,9.8,0.991226075692495,Tetrachloroethylene
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,F,96,9.6,0.982271233039569,Tetrachloroethylene
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,F,96,980,2.9912260756925,Tetrachloroethylene
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,22,1,A,72,0.00619,-2.20830935097988,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,22,1,A,72,0.00569,-2.24488773360493,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,22,1,A,24,0.02719,-1.5655907924125,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,22,1,A,48,0.00765,-2.11633856484638,Cypermethrin
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.4,,0,A,96,1.17,0.0681858617461616,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.4,,0,A,24,2.62,0.418301291319745,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.4,,0,A,48,1.52,0.181843587944773,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.4,,0,A,72,1.25,0.0969100130080564,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.5,22.2,0,A,96,2.67,0.426511261364575,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.5,22.2,0,A,48,3.16,0.499687082618404,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.5,22.2,0,A,72,2.67,0.426511261364575,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,F,FW,MOR,7.5,22.2,0,A,24,5.43,0.734799829588847,Fluazifop-butyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,22,0,A,96,1.6,0.204119982655925,Sethoxydim
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,22,0,A,72,1.6,0.204119982655925,Sethoxydim
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,22,0,A,24,1.8,0.255272505103306,Sethoxydim
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,22,0,A,48,1.7,0.230448921378274,Sethoxydim
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,188,2.27415784926368,"2,4-D, Dimethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,188,2.27415784926368,"2,4-D, Dimethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,3,0.477121254719662,"2,4-Dichlorophenoxyacetic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,2.9,0.462397997898956,"2,4-Dichlorophenoxyacetic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,3.5,0.544068044350276,"Endothall, diammonium salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,4,0.602059991327962,"Endothall, diammonium salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,43,1.63346845557959,Picloram-potassium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,43,1.63346845557959,Picloram-potassium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,105,2.02118929906994,Diglycolic acid
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,105,2.02118929906994,Diglycolic acid
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,1000,3,Chlorthal-dimethyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,700,2.84509804001426,Chlorthal-dimethyl
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,25,1.39794000867204,Chloroxuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,25,1.39794000867204,Chloroxuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,60,1.77815125038364,Chloroxuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,60,1.77815125038364,Chloroxuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,6,0.778151250383644,Swep
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,6,0.778151250383644,Swep
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,11,1.04139268515822,"2,4,5-Trichlorophenoxyacetic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,10,1,"2,4,5-Trichlorophenoxyacetic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,1.5,0.176091259055681,MCPA
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,1.5,0.176091259055681,MCPA
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,16,1.20411998265592,"Silvex, triethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,16,1.20411998265592,"Silvex, triethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,20,1.30102999566398,"Silvex, triethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,20,1.30102999566398,"Silvex, triethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,50,1.69897000433602,Fluometuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,55,1.74036268949424,Fluometuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,24,90,1.95424250943932,Fluometuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,0,A,48,60,1.77815125038364,Fluometuron
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,83,1.91907809237607,Fenoprop-potassium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,83,1.91907809237607,Fenoprop-potassium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,2.1,0.322219294733919,"2,4-D-Butotyl"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,2.1,0.322219294733919,"2,4-D-Butotyl"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,22.5,1.35218251811136,Chlorfenac
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,22.5,1.35218251811136,Chlorfenac
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,450,2.65321251377534,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,280,2.44715803134222,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,600,2.77815125038364,Dicamba-dimethylammonium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,410,2.61278385671974,Dicamba-dimethylammonium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,12,1.07918124604762,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,20,1.30102999566398,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,17,1.23044892137827,Dichlobenil
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,17,1.23044892137827,Dichlobenil
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,34.5,1.53781909507327,"2,4-D-Butotyl"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,36.5,1.56229286445647,"2,4-D-Butotyl"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,41.4,1.6170003411209,"2,4-D-Butotyl"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,43.4,1.63748972951251,"2,4-D-Butotyl"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,100,2,Fenoprop-potassium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,100,2,Fenoprop-potassium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,20,1.30102999566398,Chlorfenac
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,15,1.17609125905568,Chlorfenac
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,650,2.81291335664286,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,280,2.44715803134222,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,20,1.30102999566398,Dicamba-dimethylammonium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,20,1.30102999566398,Dicamba-dimethylammonium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,67.5,1.82930377283102,Dicamba-dimethylammonium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,67.5,1.82930377283102,Dicamba-dimethylammonium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,8,0.903089986991944,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,10,1,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,24,37,1.568201724067,Dichlobenil
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.9,,0,A,48,30,1.47712125471966,Dichlobenil
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.8,25,0,A,96,180,2.25527250510331,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.8,25,0,A,48,320,2.50514997831991,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.8,25,0,A,24,450,2.65321251377534,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.3,25,0,A,96,160,2.20411998265593,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.3,25,0,A,24,390,2.5910646070265,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.3,25,0,A,48,240,2.38021124171161,Endothal
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.2,25,0,A,24,21,1.32221929473392,"2-(2,4,5-Trichlorophenoxy)propionic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.2,25,0,A,48,15,1.17609125905568,"2-(2,4,5-Trichlorophenoxy)propionic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.2,25,0,A,96,14,1.14612803567824,"2-(2,4,5-Trichlorophenoxy)propionic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,25,0,A,24,120,2.07918124604762,"2-(2,4,5-Trichlorophenoxy)propionic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,25,0,A,96,86,1.93449845124357,"2-(2,4,5-Trichlorophenoxy)propionic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,25,0,A,48,91,1.95904139232109,"2-(2,4,5-Trichlorophenoxy)propionic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,25,0,A,48,1.8,0.255272505103306,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,25,0,A,24,1.8,0.255272505103306,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,25,0,A,96,1.8,0.255272505103306,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,25,0,A,96,1.4,0.146128035678238,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,25,0,A,48,1.4,0.146128035678238,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,25,0,A,24,1.4,0.146128035678238,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,25,0,A,24,4.2,0.6232492903979,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,25,0,A,96,3.8,0.57978359661681,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,25,0,A,48,4.2,0.6232492903979,Benzethonium chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.3,25,0,A,96,440,2.64345267648619,Dalapon-sodium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.3,25,0,A,48,440,2.64345267648619,Dalapon-sodium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.3,25,0,A,24,480,2.68124123737559,Dalapon-sodium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.9,25,0,A,48,440,2.64345267648619,Dalapon-sodium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.9,25,0,A,24,510,2.70757017609794,Dalapon-sodium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.9,25,0,A,96,290,2.46239799789896,Dalapon-sodium
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7.2,21.8,0,A,96,634,2.80208925788173,"PFOA, ammonium salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,21.7,1,F,96,0.51,-0.292429823902064,"3,3',5,5'-Tetrabromobisphenol A"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,21.7,1,F,48,0.51,-0.292429823902064,"3,3',5,5'-Tetrabromobisphenol A"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.4,21.7,1,F,24,0.72,-0.142667503568732,"3,3',5,5'-Tetrabromobisphenol A"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,48,69,1.83884909073726,Dimethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,72,68,1.83250891270624,Dimethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,24,100,2,Dimethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,96,67,1.82607480270083,Dimethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,72,25,1.39794000867204,Diethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,96,22,1.34242268082221,Diethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,24,34,1.53147891704226,Diethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,48,25,1.39794000867204,Diethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,1,A,72,0.85,-0.0705810742857072,Dibutyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,1,A,96,0.85,-0.0705810742857072,Dibutyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,1,A,24,1,0,Dibutyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,,22,0,A,48,1.2,0.0791812460476248,Dibutyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,,,1,F,96,0.00403,-2.39469495385889,"p,p'-DDT"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,22,0,A,72,62.01,1.79246173134695,"1,1,1-Trichloroethane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,22,0,A,24,66.76,1.82451632800721,"1,1,1-Trichloroethane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,22,0,A,48,63.68,1.80400305472961,"1,1,1-Trichloroethane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8,22,0,A,96,58.45,1.76678451549786,"1,1,1-Trichloroethane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7,18,0,A,96,2250,3.35218251811136,Chloroethane
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7,18,0,A,96,1220,3.08635983067475,Vinyl chloride
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7,18,0,A,96,94,1.9731278535997,"1,2-Dichloroethane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.4,18,0,F,24,42.8,1.63144376901317,Diethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.4,18,0,F,96,25.5,1.40654018043396,Diethyl phthalate
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,6.4,18,1,F,96,0.007,-2.15490195998574,"p,p'-DDT"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,7.7,,0,A,96,569,2.75511226639507,"PFOA, ammonium salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,,0,A,48,6606,3.8199385693554,PFBS-K
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,,0,A,72,6452,3.80969435871692,PFBS-K
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,,0,A,96,6452,3.80969435871692,PFBS-K
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,S,FW,MOR,8.2,,0,A,24,7710,3.88705437805096,PFBS-K
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,350,2.54406804435028,"2,4-D, Dimethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,10,1,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,15,1.17609125905568,"4-(4-Chloro-2-methylphenoxy)butyric acid, compound with dimethylamine (1:1)"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,10,1,"Dimethylamine 4-(2,4-dichlorophenoxy)butyrate"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,50,1.69897000433602,"1,2-Dibromo-3-chloropropane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,18,1.25527250510331,"1,2-Dibromoethane"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,1750,3.24303804868629,"2,3,6-Trichlorobenzoic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,6.7,25,0,A,24,150,2.17609125905568,"2,3,5-Trichlorobenzoic acid"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,24,390,2.5910646070265,"2,4-D, Dimethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,48,375,2.57403126772772,"2,4-D, Dimethylamine salt"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,24,20,1.30102999566398,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,48,12,1.07918124604762,Chlorpropham
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,96,25,1.39794000867204,Hexachlorocyclopentadiene
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,48,30,1.47712125471966,Hexachlorocyclopentadiene
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,48,15,1.17609125905568,"4-(4-Chloro-2-methylphenoxy)butyric acid, compound with dimethylamine (1:1)"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,24,20,1.30102999566398,"4-(4-Chloro-2-methylphenoxy)butyric acid, compound with dimethylamine (1:1)"
fish,Lepomis_macrochirus,H_P_C,3468,22.9,219.2,NR,FW,MOR,7,25,0,A,24,20,1.30102999566398,"Dimethylamine 4-(2,4-dichlorophenoxy)butyrate"
